"LSOA","Rurality","LV_flexibility_savings","Total_flexibility_savings"
"E01000882","Urban",6.42,0
"E01000883","Urban",0,0
"E01000884","Urban",9.05,0
"E01000885","Urban",0,0
"E01000886","Urban",10.99,29.64
"E01000887","Urban",6.28,31.11
"E01000888","Urban",27.28,0
"E01000889","Urban",6.58,11.31
"E01000890","Urban",0,0
"E01000891","Urban",3.38,0
"E01000892","Urban",6.42,0
"E01000893","Urban",0,0
"E01000894","Urban",3.88,0
"E01000895","Urban",2.94,0
"E01000896","Urban",8.16,0
"E01000897","Urban",14.97,3.78
"E01000898","Urban",2,0
"E01000899","Urban",0,0
"E01000900","Urban",9.45,0
"E01000901","Urban",7.45,0
"E01000902","Urban",5.77,23.52
"E01000903","Urban",11.15,0
"E01000904","Urban",1.26,0
"E01000905","Urban",0,0
"E01000906","Urban",6.375,0
"E01000907","Urban",8.81,0
"E01000908","Urban",19.03,15.34
"E01000909","Urban",39.94,22.96
"E01000910","Urban",14.58,50
"E01000911","Urban",11.03,0
"E01000912","Urban",2.31,0
"E01000913","Urban",23.16,0
"E01000914","Urban",6.36,9.71
"E01000915","Urban",2.82,0
"E01000916","Urban",14.2,0
"E01000917","Urban",0,11.22
"E01000918","Urban",0,24.75
"E01000919","Urban",3.92,0
"E01000920","Urban",3.31,1.5
"E01000921","Urban",31.31,0
"E01000922","Urban",17.72,10.19
"E01000923","Urban",30.72,0
"E01000924","Urban",9.66,10
"E01000925","Urban",1.96,30
"E01000926","Urban",5.2,4
"E01000927","Urban",11.12,0
"E01000928","Urban",18.49,48.36
"E01000929","Urban",8.6,0
"E01000930","Urban",21.6,0
"E01000931","Urban",0,0
"E01000932","Urban",1.4,0
"E01000933","Urban",6.76,23.4
"E01000934","Urban",0,0
"E01000935","Urban",6,0
"E01000936","Urban",0,0
"E01000937","Urban",6.37,44.84
"E01000938","Urban",33.26,0
"E01000939","Urban",0,9.44
"E01000940","Urban",0,16.41
"E01000941","Urban",1.22,0
"E01000942","Urban",0,0
"E01000943","Urban",0,0
"E01000944","Urban",7.2,0
"E01000945","Urban",0,0
"E01000946","Urban",7.2,0
"E01000947","Urban",21.2,0
"E01000948","Urban",10.8,0
"E01000949","Urban",10.8,0
"E01000950","Urban",0,3.5
"E01000951","Urban",7.2,0
"E01000952","Urban",27.05,7
"E01000953","Urban",25.75,99.17
"E01000954","Urban",0,0
"E01000955","Urban",0,0
"E01000956","Urban",0,251.96
"E01000957","Urban",2.58,0
"E01000958","Urban",2.16,22.5
"E01000959","Urban",0,0
"E01000960","Urban",0,0
"E01000961","Urban",11.14,0
"E01000962","Urban",0,0
"E01000963","Urban",7,74.58
"E01000964","Urban",3,0
"E01000965","Urban",2.64,0
"E01000966","Urban",7.87,0
"E01000967","Urban",3,0
"E01000968","Urban",0,0
"E01000969","Urban",1.95,0
"E01000970","Urban",6.05,0
"E01000971","Urban",10.12,0
"E01000972","Urban",0,0
"E01000973","Urban",3.36,0
"E01000974","Urban",2.7,0
"E01000975","Urban",0,0
"E01000976","Urban",11.02,0
"E01000977","Urban",34.95,2.4
"E01000978","Urban",4,0
"E01000979","Urban",12.06,0
"E01000980","Urban",7.52,0
"E01000981","Urban",8.42,0
"E01000982","Urban",6.55,0
"E01000983","Urban",7.3,0
"E01000984","Urban",8.35,0
"E01000985","Urban",12.42,0
"E01000986","Urban",45,3.6
"E01000987","Urban",10.08,0
"E01000989","Urban",18.14,0
"E01000990","Urban",10.57,50
"E01000991","Urban",32.36,6.6
"E01000992","Urban",12.93,3.68
"E01000993","Urban",8.27,0
"E01000994","Urban",6.72,0
"E01000995","Urban",5.5,4
"E01000996","Urban",0,0
"E01000997","Urban",1.38,0
"E01000998","Urban",6,0
"E01000999","Urban",11.75,0
"E01001000","Urban",7.75,4
"E01001001","Urban",2.55,0
"E01001002","Urban",0,0
"E01001003","Urban",0,0
"E01001004","Urban",9.17,1.3
"E01001005","Urban",0,0
"E01001006","Urban",24.16,0
"E01001007","Urban",22.23,0
"E01001008","Urban",6.5,0
"E01001009","Urban",0,6
"E01001010","Urban",4.5,26.88
"E01001011","Urban",19.75,0
"E01001012","Urban",26.18,4
"E01001013","Urban",4.92,0
"E01001014","Urban",0,0
"E01001015","Urban",44.92,0
"E01001016","Urban",57.32,0
"E01001017","Urban",50.07,0
"E01001018","Urban",17.94,0
"E01001019","Urban",35.74,0
"E01001020","Urban",9,0
"E01001021","Urban",13.26,0
"E01001022","Urban",16.4,59.34
"E01001023","Urban",135.13,109.19
"E01001024","Urban",7.55,0
"E01001025","Urban",13.35,0
"E01001026","Urban",15.82,0
"E01001027","Urban",89.56,14.52
"E01001028","Urban",35.26,323.21
"E01001029","Urban",40.43,19.74
"E01001030","Urban",47.32,0
"E01001031","Urban",52.98,0
"E01001032","Urban",37.21,0
"E01001033","Urban",15.43,0
"E01001034","Urban",56.48,60
"E01001035","Urban",15.2,0
"E01001036","Urban",68.57,0
"E01001037","Urban",11.7,7.25
"E01001038","Urban",38.82,0
"E01001039","Urban",46.98,0
"E01001040","Urban",2,0
"E01001041","Urban",11.4,0
"E01001042","Urban",4.53,0
"E01001043","Urban",62.47,0
"E01001044","Urban",63.2,2.27
"E01001045","Urban",12.13,31.5
"E01001046","Urban",0,0
"E01001047","Urban",20.02,4.48
"E01001048","Urban",21.25,32.25
"E01001049","Urban",86.03,0
"E01001050","Urban",4,0
"E01001051","Urban",26.87,0
"E01001052","Urban",7.76,0
"E01001053","Urban",28.56,0
"E01001054","Urban",72.16,0
"E01001055","Urban",28.08,0
"E01001056","Urban",18.18,0
"E01001057","Urban",21.54,0
"E01001058","Urban",6.56,0
"E01001059","Urban",4.96,0
"E01001060","Urban",14.42,9
"E01001061","Urban",11.56,0
"E01001062","Urban",34.37,249.26
"E01001063","Urban",16.11,0
"E01001064","Urban",53.51,1.84
"E01001065","Urban",28.28,0
"E01001066","Urban",10.84,0
"E01001067","Urban",52.15,0
"E01001068","Urban",73.05,0
"E01001069","Urban",36.34,9.88
"E01001070","Urban",25.05,0
"E01001071","Urban",37.31,0
"E01001072","Urban",49.16,0
"E01001073","Urban",39.57,0
"E01001074","Urban",31.36,7.03
"E01001075","Urban",8.51,0
"E01001076","Urban",8.24,0
"E01001077","Urban",15.57,0
"E01001078","Urban",13.92,0
"E01001079","Urban",37.34,0
"E01001080","Urban",36.52,0
"E01001081","Urban",22.68,0
"E01001082","Urban",24.65,0
"E01001083","Urban",18.6,0
"E01001084","Urban",41.35,30
"E01001085","Urban",77.64,0
"E01001086","Urban",9.54,0
"E01001087","Urban",9.81,12
"E01001088","Urban",0,0
"E01001089","Urban",2.3,0
"E01001090","Urban",2.3,11.18
"E01001091","Urban",1.25,4
"E01001092","Urban",54.7,78.32
"E01001093","Urban",38.39,2.5
"E01001094","Urban",50.33,0
"E01001095","Urban",14.37,0
"E01001096","Urban",31.79,0
"E01001097","Urban",2.24,0
"E01001098","Urban",42.86,0
"E01001099","Urban",44.13,0
"E01001100","Urban",29.55,0
"E01001101","Urban",28.12,0
"E01001102","Urban",31.2,1.75
"E01001103","Urban",71.38,11.32
"E01001104","Urban",44.71,0
"E01001105","Urban",14.25,0
"E01001106","Urban",15.36,0
"E01001107","Urban",51.2,0
"E01001108","Urban",32.81,0
"E01001109","Urban",70.37,0
"E01001110","Urban",51.68,22.04
"E01001111","Urban",7.18,0
"E01001112","Urban",20.05,0
"E01001113","Urban",7.86,21.42
"E01001114","Urban",7.5,0
"E01001115","Urban",13.1,0
"E01001116","Urban",17.8,0
"E01001117","Urban",12.42,0
"E01001118","Urban",20.05,59.48
"E01001119","Urban",19.14,0
"E01001120","Urban",16.61,0
"E01001121","Urban",43.31,0
"E01001122","Urban",39.65,43.2
"E01001123","Urban",25.87,0
"E01001124","Urban",53.67,0
"E01001125","Urban",19.87,149
"E01001126","Urban",17.71,0
"E01001127","Urban",20.36,0
"E01001128","Urban",17.16,0
"E01001129","Urban",22.69,0
"E01001130","Urban",22.34,0
"E01001131","Urban",6.25,0
"E01001132","Urban",53.49,0
"E01001133","Urban",9.59,0
"E01001134","Urban",25.2,0
"E01001135","Urban",16.9,0
"E01001136","Urban",12,0
"E01001137","Urban",35,0
"E01001138","Urban",13.72,0
"E01001139","Urban",10.05,0
"E01001140","Urban",8.18,0
"E01001141","Urban",0,0
"E01001142","Urban",48.65,0
"E01001143","Urban",9.82,0
"E01001144","Urban",20.8,0
"E01001145","Urban",12.48,3.68
"E01001146","Urban",10.24,0
"E01001147","Urban",58.85,0
"E01001148","Urban",11.59,0
"E01001149","Urban",14.85,0
"E01001150","Urban",14.81,6
"E01001151","Urban",47.14,0
"E01001152","Urban",10,0
"E01001153","Urban",6.24,0
"E01001154","Urban",14.54,0
"E01001155","Urban",12.8,0
"E01001156","Urban",9.92,0
"E01001157","Urban",11.34,0
"E01001158","Urban",8.18,0
"E01001159","Urban",17.25,0
"E01001160","Urban",20.89,0
"E01001161","Urban",3.78,0
"E01001162","Urban",29.87,0
"E01001163","Urban",16.99,0
"E01001164","Urban",6.12,0
"E01001165","Urban",12.6,0
"E01001166","Urban",23.56,14.04
"E01001167","Urban",15.11,3.18
"E01001168","Urban",11.26,0
"E01001169","Urban",80.95,0
"E01001170","Urban",11.17,0
"E01001171","Urban",10.67,0
"E01001172","Urban",0,269.695
"E01001173","Urban",38.7,0
"E01001174","Urban",6.91,21.42
"E01001175","Urban",11.04,0
"E01001176","Urban",0,0
"E01001177","Urban",2.75,0
"E01001178","Urban",1.41,0
"E01001179","Urban",6,0
"E01001180","Urban",5.63,0
"E01001181","Urban",16.32,0
"E01001182","Urban",12.92,0
"E01001183","Urban",17.47,13
"E01001184","Urban",11.81,0
"E01001185","Urban",27.27,0
"E01001186","Urban",6.26,0
"E01001187","Urban",0,0
"E01001188","Urban",4,0
"E01001189","Urban",0,0
"E01001190","Urban",6.5,0
"E01001191","Urban",17.08,22.88
"E01001192","Urban",0,0
"E01001193","Urban",32.69,0
"E01001194","Urban",3.93,0
"E01001195","Urban",31.36,0
"E01001196","Urban",3.85,0
"E01001197","Urban",13.25,2.82
"E01001198","Urban",7.7,0
"E01001199","Urban",7.67,0
"E01001200","Urban",20.62,0
"E01001201","Urban",12.07,0
"E01001202","Urban",7.53,0
"E01001203","Urban",0,0
"E01001204","Urban",8.28,0
"E01001205","Urban",16.2,161.76
"E01001206","Urban",4,29.76
"E01001207","Urban",6.97,18.09
"E01001208","Urban",11.11,0
"E01001209","Urban",8.45,0
"E01001210","Urban",0,10
"E01001211","Urban",12.96,0
"E01001212","Urban",16.54,0
"E01001213","Urban",11.44,0
"E01001214","Urban",21.01,0
"E01001215","Urban",53.99,5.83
"E01001216","Urban",24.12,0
"E01001217","Urban",15.8,0
"E01001218","Urban",6.35,0
"E01001219","Urban",75.79,0
"E01001220","Urban",4,0
"E01001221","Urban",9.92,0
"E01001222","Urban",10.23,10.15
"E01001223","Urban",16.25,0
"E01001224","Urban",20.08,0
"E01001225","Urban",12.92,7.8
"E01001226","Urban",15.23,0
"E01001227","Urban",20.72,0
"E01001228","Urban",17.12,0
"E01001229","Urban",23.44,0
"E01001230","Urban",12.49,22.95
"E01001231","Urban",5.85,7.13
"E01001232","Urban",19.71,40
"E01001233","Urban",21.37,18.84
"E01001234","Urban",18.09,0
"E01001235","Urban",0,0
"E01001236","Urban",53.3,0
"E01001237","Urban",24.52,0
"E01001238","Urban",59.3,7.68
"E01001239","Urban",0,0
"E01001240","Urban",21.3,0
"E01001241","Urban",11.13,17.1
"E01001242","Urban",48.22,0
"E01001243","Urban",10.6,0
"E01001244","Urban",0,0
"E01001245","Urban",14.68,0
"E01001246","Urban",106.2,199.63
"E01001247","Urban",64.8,50
"E01001248","Urban",114.3,29.51
"E01001249","Urban",9.9,0
"E01001250","Urban",12.58,0
"E01001251","Urban",2.25,9.15
"E01001252","Urban",10,10
"E01001253","Urban",31.62,4.5
"E01001254","Urban",17.5,9.99
"E01001255","Urban",18.97,0
"E01001257","Urban",139.91,0
"E01001258","Urban",13.08,0
"E01001259","Urban",4.99,0
"E01001260","Urban",54.87,0
"E01001261","Urban",18.3,14
"E01001262","Urban",82.98,0
"E01001263","Urban",62.97,0
"E01001264","Urban",25.49,0
"E01001265","Urban",59.65,0
"E01001266","Urban",14.88,2
"E01001267","Urban",116.56,0
"E01001268","Urban",4.52,0
"E01001269","Urban",12.03,0
"E01001270","Urban",14.96,47
"E01001271","Urban",22.98,0
"E01001272","Urban",3,0
"E01001273","Urban",14.82,0
"E01001274","Urban",5.66,0
"E01001275","Urban",8.48,4
"E01001276","Urban",8.45,0
"E01001277","Urban",5.7,243.88
"E01001278","Urban",3.01,0
"E01001279","Urban",12.12,0
"E01001280","Urban",15.75,0
"E01001281","Urban",0,0
"E01001282","Urban",5,0
"E01001283","Urban",26.15,10
"E01001284","Urban",26.48,0
"E01001285","Urban",16.2,0
"E01001286","Urban",32.19,10
"E01001287","Urban",8.67,5.18
"E01001288","Urban",13.33,0
"E01001289","Urban",26.17,0
"E01001290","Urban",14.9,0
"E01001291","Urban",3.92,0
"E01001292","Urban",12.91,0
"E01001293","Urban",3.6,0
"E01001294","Urban",6.36,29.97
"E01001295","Urban",22.53,0
"E01001296","Urban",32.69,0
"E01001297","Urban",13.8,0
"E01001298","Urban",11.98,69
"E01001299","Urban",0,0
"E01001300","Urban",6.36,0
"E01001301","Urban",7.66,2
"E01001302","Urban",11.64,0
"E01001303","Urban",16.99,0
"E01001304","Urban",5.2,10
"E01001305","Urban",18.77,0
"E01001306","Urban",6.36,29.97
"E01001307","Urban",16.65,99.9
"E01001308","Urban",16.44,0
"E01001309","Urban",17,29.7
"E01001310","Urban",12.38,0
"E01001311","Urban",89.1,0
"E01001312","Urban",10.54,0
"E01001313","Urban",15.15,0
"E01001314","Urban",11.8,0
"E01001315","Urban",9.06,0
"E01001316","Urban",13.35,14.4
"E01001317","Urban",28.06,0
"E01001318","Urban",68.69,25.38
"E01001319","Urban",10.75,0
"E01001320","Urban",73.2,0
"E01001321","Urban",16.57,0
"E01001322","Urban",27.74,149.04
"E01001323","Urban",27.79,0
"E01001324","Urban",2,0
"E01001325","Urban",59.89,0
"E01001326","Urban",51.2,0
"E01001327","Urban",60.44,21.06
"E01001328","Urban",18,0
"E01001329","Urban",61.51,0
"E01001330","Urban",45.29,0
"E01001331","Urban",25.44,29.92
"E01001332","Urban",72.84,10
"E01001333","Urban",38.5,10
"E01001334","Urban",14.82,0
"E01001335","Urban",24.62,0
"E01001336","Urban",28.36,44.69
"E01001337","Urban",20.41,100
"E01001338","Urban",38,68
"E01001339","Urban",51.25,0
"E01001340","Urban",0,0
"E01001341","Urban",15.87,29.92
"E01001342","Urban",14.86,0
"E01001343","Urban",63.56,131.72
"E01001344","Urban",10.18,0
"E01001345","Urban",20.97,0
"E01001346","Urban",18.61,0
"E01001347","Urban",77.51,0
"E01001348","Urban",6.24,0
"E01001349","Urban",23.18,0
"E01001350","Urban",16.3,0
"E01001351","Urban",10.38,22.2
"E01001352","Urban",0,0
"E01001353","Urban",4,0
"E01001354","Urban",5.29,0
"E01001355","Urban",16.15,19.2
"E01001356","Urban",0,10
"E01001357","Urban",0,0
"E01001358","Urban",0,39.05
"E01001359","Urban",19.67,0
"E01001360","Urban",6.9,0
"E01001361","Urban",8.26,0
"E01001362","Urban",12.93,11.96
"E01001363","Urban",10.82,3.25
"E01001364","Urban",2.5,0
"E01001365","Urban",15.92,0
"E01001366","Urban",6.5,0
"E01001367","Urban",7.37,0
"E01001368","Urban",16.54,0
"E01001369","Urban",8,0
"E01001370","Urban",15.16,24
"E01001371","Urban",6,0
"E01001372","Urban",2.8,0
"E01001373","Urban",5.31,0
"E01001374","Urban",1.3,0
"E01001375","Urban",19.72,0
"E01001376","Urban",5,0
"E01001377","Urban",5,0
"E01001379","Urban",19.94,0
"E01001380","Urban",8.24,10
"E01001381","Urban",18.75,0
"E01001382","Urban",3.74,0
"E01001383","Urban",8.22,0
"E01001384","Urban",11.81,0
"E01001385","Urban",11.22,0
"E01001386","Urban",22.73,0
"E01001387","Urban",24.24,0
"E01001388","Urban",8.42,0
"E01001389","Urban",11.41,0
"E01001390","Urban",8.34,0
"E01001391","Urban",1.8,0
"E01001392","Urban",8.25,0
"E01001393","Urban",10.62,0
"E01001394","Urban",4,0
"E01001395","Urban",15.95,3.68
"E01001396","Urban",8,0
"E01001397","Urban",8,0
"E01001398","Urban",5.08,0
"E01001399","Urban",2.34,0
"E01001400","Urban",7.89,0
"E01001401","Urban",4.81,0
"E01001402","Urban",7.41,0
"E01001403","Urban",10.15,0
"E01001404","Urban",16.86,9.99
"E01001405","Urban",16.13,0
"E01001406","Urban",7.43,0
"E01001407","Urban",18.98,0
"E01001408","Urban",6.85,0
"E01001409","Urban",7,0
"E01001410","Urban",4.54,0
"E01001411","Urban",22.27,0
"E01001412","Villages",37.65,3.87
"E01001413","Urban",19.31,0
"E01001414","Urban",14.06,0
"E01001415","Urban",35.49,10.5
"E01001416","Urban",25.89,3.25
"E01001417","Cities",27.38,30
"E01001418","Urban",26.36,0
"E01001419","Urban",7.68,0
"E01001420","Urban",14.19,0
"E01001421","Urban",8.07,0
"E01001422","Cities",28.52,0
"E01001423","Urban",9.8,0
"E01001424","Urban",0,0
"E01001425","Urban",5.88,0
"E01001426","Urban",0,0
"E01001427","Urban",0,299.28
"E01001428","Urban",14.49,0
"E01001429","Urban",0,0
"E01001430","Urban",0,0
"E01001431","Urban",0,0
"E01001432","Urban",3,0
"E01001433","Urban",18,0
"E01001434","Urban",29.04,1
"E01001435","Urban",10.24,0
"E01001436","Urban",10.23,0
"E01001437","Urban",65.95,326.66
"E01001438","Urban",10.56,0
"E01001439","Urban",11.98,0
"E01001440","Urban",34.23,0
"E01001441","Urban",11.44,3.68
"E01001442","Urban",0,0
"E01001444","Urban",27.69,95.642
"E01001445","Urban",18.37,249.6
"E01001446","Urban",33.28,0
"E01001447","Urban",11.92,0
"E01001448","Urban",3,4
"E01001449","Urban",4,0
"E01001450","Urban",18.88,3.58
"E01001451","Urban",25.24,0
"E01001452","Urban",24.84,0
"E01001453","Urban",29.59,0
"E01001454","Urban",10.07,0
"E01001455","Urban",10.84,0
"E01001456","Urban",18.12,0
"E01001457","Urban",16.32,0
"E01001458","Urban",3.99,0
"E01001459","Urban",5.25,0
"E01001460","Urban",6.5,9.36
"E01001461","Urban",3.92,0
"E01001462","Urban",11.14,9.72
"E01001463","Urban",12.81,0
"E01001464","Urban",7.99,0
"E01001465","Urban",32.43,0
"E01001466","Urban",6,0
"E01001467","Urban",8.63,0
"E01001468","Urban",39.51,0
"E01001469","Urban",39.05,0
"E01001470","Urban",9.6,0
"E01001471","Urban",51.43,2.5
"E01001472","Urban",16.32,0
"E01001473","Urban",40.42,0
"E01001474","Urban",38.97,0
"E01001475","Urban",32.57,0
"E01001476","Urban",15.55,0
"E01001477","Urban",47.27,0
"E01001478","Urban",13.68,0
"E01001479","Urban",7.18,14.5
"E01001480","Urban",11.38,0
"E01001481","Urban",5.8,0
"E01001482","Urban",8,0
"E01001483","Urban",3.12,3.68
"E01001484","Urban",74.39,49.68
"E01001485","Urban",0,0
"E01001486","Urban",12.85,15
"E01001487","Urban",0,0
"E01001488","Urban",9.63,0
"E01001489","Urban",9.28,0
"E01001491","Urban",6,0
"E01001492","Urban",10.17,0
"E01001493","Urban",4,0
"E01001494","Urban",9.8,0
"E01001495","Urban",4.6,0
"E01001496","Urban",22.99,0
"E01001497","Urban",6.49,0
"E01001498","Urban",31.3,0
"E01001499","Urban",6.19,0
"E01001500","Urban",4,0
"E01001501","Urban",7.2,0
"E01001502","Urban",4,6
"E01001503","Urban",0,0
"E01001504","Urban",21.67,0
"E01001505","Urban",10.64,0
"E01001506","Urban",11.91,468.555
"E01001507","Urban",4,0
"E01001508","Urban",15,93.6
"E01001509","Urban",14.27,0
"E01001510","Urban",0,0
"E01001511","Urban",20.23,0
"E01001512","Urban",7.42,0
"E01001513","Urban",33.05,67.05
"E01001514","Urban",13.43,0
"E01001515","Urban",7,0
"E01001516","Urban",24.92,0
"E01001517","Urban",0,10.37
"E01001518","Urban",6.53,0
"E01001519","Urban",11.77,19.72
"E01001520","Urban",12.31,0
"E01001521","Urban",20.67,0
"E01001522","Urban",7.31,0
"E01001523","Urban",4.5,4.9
"E01001524","Urban",28.91,0
"E01001525","Urban",3.84,0
"E01001526","Urban",11.42,0
"E01001527","Urban",9.03,0
"E01001528","Urban",0,0
"E01001529","Urban",7.37,0
"E01001530","Urban",3.99,0
"E01001531","Urban",4,0
"E01001532","Urban",12.98,0
"E01001533","Urban",10.66,0
"E01001534","Urban",20.58,22.26
"E01001535","Urban",25.14,0
"E01001536","Urban",18.04,0
"E01001537","Urban",3.99,0
"E01001538","Urban",10.14,0
"E01001539","Urban",11.49,0
"E01001540","Urban",13.86,0
"E01001541","Urban",8.53,0
"E01001542","Urban",16.34,0
"E01001543","Urban",3.99,0
"E01001544","Urban",11.26,0
"E01001545","Urban",6.75,0
"E01001546","Urban",16.44,0
"E01001547","Urban",20.56,0
"E01001548","Urban",9.25,0
"E01001549","Urban",25.49,0
"E01001550","Urban",4,0
"E01001551","Urban",9.68,0
"E01001552","Urban",16.4,0
"E01001553","Urban",0,0
"E01001554","Urban",0,2.22
"E01001555","Urban",5.17,0
"E01001556","Urban",2.4,0
"E01001557","Urban",9.02,0
"E01001558","Urban",4,0
"E01001559","Urban",19.6,630.71
"E01001560","Urban",14.97,0
"E01001562","Urban",3.75,5.06
"E01001563","Urban",8.72,0
"E01001564","Urban",10.49,0
"E01001565","Urban",8.71,4
"E01001566","Urban",12.86,0
"E01001567","Urban",20.72,0
"E01001568","Urban",23.73,0
"E01001569","Urban",17.31,0
"E01001570","Urban",8.23,0
"E01001571","Urban",24.46,0
"E01001572","Urban",4.81,0
"E01001573","Urban",0,0
"E01001574","Urban",4.42,0
"E01001575","Urban",0,0
"E01001576","Urban",28.85,3.01
"E01001577","Urban",23.32,0
"E01001578","Urban",12.4,0
"E01001579","Urban",43.91,0
"E01001580","Urban",36.97,0
"E01001581","Urban",11.99,0
"E01001582","Urban",22.45,0
"E01001583","Urban",5.78,0
"E01001584","Urban",14.66,0
"E01001585","Urban",2.6,0
"E01001586","Urban",17.85,30
"E01001587","Urban",80.21,0
"E01001588","Urban",1.92,41.5
"E01001589","Urban",12.25,0
"E01001590","Urban",9.36,0
"E01001591","Urban",3.92,0
"E01001592","Urban",16.24,0
"E01001593","Urban",6.4,45
"E01001594","Urban",332.13,0
"E01001595","Urban",343.24,49.82
"E01001596","Urban",24.52,0
"E01001597","Urban",48.74,0
"E01001598","Urban",33.59,0
"E01001599","Urban",12.96,10
"E01001600","Urban",13.3,0
"E01001601","Urban",7.28,0
"E01001602","Urban",24.38,0
"E01001603","Urban",3.99,0
"E01001604","Urban",21.57,10
"E01001605","Urban",12.24,0
"E01001606","Urban",15.99,49.82
"E01001607","Urban",6.89,0
"E01001608","Urban",45.61,0
"E01001609","Urban",24.56,0
"E01001610","Urban",7.99,0
"E01001611","Urban",13.5,0
"E01001613","Urban",27.37,4
"E01001614","Urban",11.52,0
"E01001615","Urban",21.86,49.5
"E01001617","Urban",12.15,0
"E01001618","Urban",39.74,3.68
"E01001619","Urban",12.87,14.88
"E01001620","Urban",0,0
"E01001621","Urban",13.75,10
"E01001623","Urban",3.99,49.92
"E01001624","Urban",7.65,0
"E01001625","Urban",16.7,0
"E01001629","Urban",0,0
"E01001631","Urban",0,1.48
"E01001632","Urban",11.57,0
"E01001633","Urban",1.2,0
"E01001634","Urban",6.68,0
"E01001635","Urban",4,0
"E01001636","Urban",4,0
"E01001637","Urban",6.22,0
"E01001638","Urban",24.68,6.5
"E01001640","Urban",11.9,0
"E01001641","Urban",2.56,0
"E01001642","Urban",6.99,5.72
"E01001644","Urban",76.01,15.44
"E01001645","Urban",6.08,0
"E01001646","Urban",20.23,21.5
"E01001647","Urban",16.93,0
"E01001648","Urban",14.31,0
"E01001649","Urban",2.25,0
"E01001650","Urban",11.3,3.68
"E01001651","Urban",9.47,17
"E01001652","Urban",9.73,0
"E01001653","Urban",11.95,0
