"Licence Area: South West"
"Scenario: Consumer Transformation"
"Technology: Solar Generation"
"Sub-Technology: Domestic rooftop (<10kW)"
"Units: MW (installed capacity)"

"Local Authority Name","0","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2040","2045","2050"
"Bath and North East Somerset","7.326013017445803","7.691168952733278","8.288834981620312","9.109203081578016","10.117322016507387","11.213641054928303","13.142985172569752","15.700627900660038","18.307954035699368","20.89556410908699","23.685576763004065","27.053437158465385","30.114929996430874","33.18526893854141","36.29593809694052","39.43090691417456","43.23577394057065","60.20632606372237","76.79855505377054","90.81882527470589"
"City of Bristol (B)","11.89680408127606","12.132359927520156","12.49706001020968","12.992527011781931","13.568202041089535","14.114233216270804","15.308481875807047","16.75555975921452","18.271472111344337","19.71137883886695","21.24239468947053","23.17575503140688","24.851880982518196","26.508129630237818","28.28806971013546","30.144061148166656","32.544298625551164","43.22389902547002","54.94339822977781","66.79860764741898"
"City of Plymouth (B)","17.031750176101923","17.705406045541167","18.873620986938477","20.488492026925087","22.495905950665474","24.877213656902313","28.956083118915558","34.291388273239136","39.551246881484985","44.8415749669075","50.49615412950516","57.55345577001572","63.94249892234802","70.34426176548004","76.83397448062897","83.3103814125061","91.43310841638595","127.57887529954314","162.92216352373362","193.32983618974686"
"Cornwall","59.20008980482817","61.40302398055792","65.10639738291502","70.28550035506487","76.94083691388369","84.30597688257694","96.97602590173483","113.11762583255768","129.25072810053825","145.3638295531273","162.94418317079544","184.59269830584526","203.9922568053007","223.41451475024223","242.81437130272388","262.3802806586027","286.8778680060059","393.070868127048","496.19203723967075","584.1025676131248"
"Dorset","3.8912308774888515","4.099846933037043","4.448401905596256","4.948607064783573","5.588700033724308","6.303933955729008","7.484275035560131","9.03751915693283","10.589556023478508","12.12893097102642","13.824023246765137","15.860667631030083","17.672044798731804","19.466435134410858","21.254937380552292","23.106357902288437","25.395826812833548","35.53888572752476","45.57509049773216","54.13557755947113"
"East Devon District","13.103384021669626","13.761622041463852","14.888040941208601","16.472669906914234","18.541642032563686","20.852181926369667","24.57730409130454","29.41819106042385","34.3377153724432","39.28026486933231","44.63782411068678","51.12932849675417","56.842215962707996","62.54254101961851","68.23560404032469","73.94813444465399","80.81110843177885","110.44126089289784","139.1664661988616","163.63647437095642"
"Exeter District (B)","6.186505883932114","6.647775903344154","7.410028055310249","8.407424882054329","9.677235066890717","11.027832984924316","13.399909883737564","16.632975727319717","19.819200694561005","22.941154152154922","26.33650451898575","30.418674409389496","34.19447773694992","37.94127935171127","41.758599042892456","45.62267857789993","50.42749195732176","72.17245125025511","93.66832764446735","111.83620893955231"
"Isles of Scilly","0.2283799946308136","0.23700200021266937","0.2512870132923126","0.27139198780059814","0.2975029945373535","0.3263300061225891","0.37988799810409546","0.44927099347114563","0.5191770195960999","0.5898429751396179","0.6674180030822754","0.7629449963569641","0.850246012210846","0.9402920007705688","1.0343749523162842","1.1313639879226685","1.2494380474090576","1.7955440282821655","2.355365037918091","2.859805107116699"
"Mendip District","6.379344113171101","6.5889260256662965","6.936878128908575","7.4193329671397805","8.060970960184932","8.73012501001358","9.933988019824028","11.450168997049332","12.979059971868992","14.474279753863811","16.122531935572624","18.157181866467","19.968878723680973","21.823878064751625","23.712730020284653","25.61337947845459","28.005058030597866","38.7201480306685","49.28368674963713","58.39103138446808"
"Mid Devon District","11.971258126199245","12.280365988612175","12.810581028461456","13.57322495430708","14.54580307006836","15.658169984817505","17.65232503414154","20.079723946750164","22.495406940579414","24.992504946887493","27.77207885682583","31.226566791534424","34.388703651726246","37.60962184518576","40.773043505847454","43.93865369260311","47.86686745937914","64.30444856360555","79.42644967883825","92.1505076289177"
"North Devon District","9.94623001664877","10.420480892062187","11.19762098789215","12.247102975845337","13.635396853089333","15.188904166221619","17.87231819331646","21.391930148005486","24.909458115696907","28.46563884615898","32.334582790732384","36.970945835113525","41.335814476013184","45.57827985286713","49.8371741771698","54.11504080891609","59.35155948251486","82.32956811785698","104.50127792358398","123.44767987728119"
"North Somerset","19.92046308144927","20.293524727225304","20.97648900002241","21.961851928383112","23.320986956357956","24.878558326512575","27.417398277670145","30.34387994557619","33.02084869891405","35.71291286498308","38.6791520267725","42.47787826880813","45.67909515276551","48.91616424545646","52.11923420056701","55.39082592353225","59.506434516981244","76.57310587912798","92.62485606968403","106.06215506792068"
"Sedgemoor District","9.55825112387538","10.03693501278758","10.831635903567076","11.94093294814229","13.337227975949645","14.89255490899086","17.517288856208324","20.95751205831766","24.409363271668553","27.868253426626325","31.663715297356248","36.268001755699515","40.48316599056125","44.63652915880084","48.779281597584486","52.91409811377525","57.97085752990097","79.81169592216611","100.79358249157667","118.66003113985062"
"Somerset West and Taunton District","12.852660089731216","13.343612745404243","14.190535858273506","15.38263201713562","16.932403087615967","18.70632693171501","21.704080775380135","25.53528119623661","29.416822388768196","33.36639393866062","37.69859731197357","42.933575719594955","47.739240258932114","52.43853545188904","57.10272291302681","61.73449197411537","67.3075041398406","91.25651201605797","114.25110340118408","133.8124679327011"
"South Gloucestershire","5.442390000447631","5.540484069002559","5.715923950425349","5.9892129366635345","6.36757892917376","6.871601996477693","7.713537925621495","8.6893919830909","9.711896980763413","10.834356886916794","12.12504210928455","13.729726177989505","15.186754989554174","16.70248196797911","18.144045749329962","19.503468064242043","21.023937879130244","26.240029584616423","31.035448968410492","36.14597491919994"
