"Licence Area: South Wales"
"Scenario: Consumer Transformation"
"Technology: Storage"
"Sub-Technology: Domestic Batteries (G98)"
"Units: MW (installed capacity)"

"Local Authority Name","0","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2040","2045","2050"
"Abertawe - Swansea","0","0","0","0","0","0","0","0.5894480969873257","0.5894480969873257","1.100528933457099","1.100528933457099","1.9392394432798028","2.256498117465526","2.5757526345551014","3.0038457098416984","3.0038457098416984","3.0038457098416984","6.8472433873103","15.004717553034425","25.03538523055613"
"Blaenau Gwent - Blaenau Gwent","0","0","0","0","0","0","0","0.1484392611309886","0.1484392611309886","0.2873204378411174","0.2873204378411174","0.5266759991645813","0.6190175358206034","0.7136237397789955","0.8421625569462776","0.8421625569462776","0.8421625569462776","2.0505787373986095","4.655730836093426","7.888264857232571"
"Bro Morgannwg - the Vale of Glamorgan","0","0","0","0","0","0","0","0.28911386092659086","0.28911386092659086","0.518100400455296","0.518100400455296","0.8708359003067017","1.0012908484786749","1.1301874094642699","1.300297380425036","1.300297380425036","1.300297380425036","2.743142878403887","5.716248460114002","9.316623203456402"
"Caerdydd - Cardiff","0","0","0","0","0","0","0","0.5567581702489406","0.5567581702489406","1.0409691551467404","1.0409691551467404","1.8409282616339624","2.1448779439087957","2.4522741723340005","2.8660569400526583","2.8660569400526583","2.8660569400526583","6.504662071238272","14.018289528787136","23.09790411964059"
"Caerffili - Caerphilly","0","0","0","0","0","0","0","0.38933283405640395","0.38933283405640395","0.7276985610078555","0.7276985610078555","1.2847252624342218","1.4954601227072999","1.7076632847310975","1.992082876386121","1.992082876386121","1.992082876386121","4.518500124337152","9.837836414575577","16.35937688872218"
"Casnewydd - Newport","0","0","0","0","0","0","0","0.3571849497384392","0.3571849497384392","0.6641325051896274","0.6641325051896274","1.1655385033227503","1.3548966236412525","1.545344734331593","1.8006516774185002","1.8006516774185002","1.8006516774185002","4.076706950436346","8.852601332589984","14.667946089059114"
"Castell-nedd Port Talbot - Neath Port Talbot","0","0","0","0","0","0","0","0.33190035074949265","0.33190035074949265","0.6221096627414227","0.6221096627414227","1.1031450382433832","1.285975038073957","1.4709631027653813","1.720653030090034","1.720653030090034","1.720653030090034","3.979332475573756","8.72284560278058","14.516300339251757"
"County of Herefordshire","0","0","0","0","0","0","0","0.0020822009537369013","0.0020822009537369013","0.003702837973833084","0.003702837973833084","0.006174901034682989","0.007079874165356159","0.007965843193233013","0.009153543971478939","0.009153543971478939","0.009153543971478939","0.024315681483130902","0.07063418440520763","0.14321503601968288"
"Forest of Dean District","0","0","0","0","0","0","0","0.018845344544388354","0.018845344544388354","0.03354103281162679","0.03354103281162679","0.055775106651708484","0.06392397591844201","0.07191490288823843","0.08246781956404448","0.08246781956404448","0.08246781956404448","0.17716205812757835","0.3867605272680521","0.6561979334801435"
"Merthyr Tudful - Merthyr Tydfil","0","0","0","0","0","0","0","0.09823077032342553","0.09823077032342553","0.1799786016345024","0.1799786016345024","0.31011695973575115","0.3590058945119381","0.4080106168985367","0.47350671514868736","0.47350671514868736","0.47350671514868736","1.062559801444877","2.309134380891919","3.8391692731529474"
"Pen-y-bont ar Ogwr - Bridgend","0","0","0","0","0","0","0","0.3399077692301944","0.3399077692301944","0.6196572686021682","0.6196572686021682","1.0633197800489143","1.229224712238647","1.394612311385572","1.614590550540015","1.614590550540015","1.614590550540015","3.518389746081084","7.453703174833208","12.225984686985612"
"Powys - Powys","0","0","0","0","0","0","0","0.26725054741837084","0.26725054741837084","0.4780587647110224","0.4780587647110224","0.8016790496185422","0.920899735763669","1.0383647605776787","1.193277383223176","1.193277383223176","1.193277383223176","2.521458254836034","5.290948634967208","8.680776296183467"
"Rhondda Cynon Taf - Rhondda Cynon Taf","0","0","0","0","0","0","0","0.4845431144349277","0.4845431144349277","0.886867361376062","0.886867361376062","1.5260830321349204","1.7652161847800016","2.003875320777297","2.321609912440181","2.321609912440181","2.321609912440181","5.066635176888667","10.75132591277361","17.654629971832037"
"Sir Benfro - Pembrokeshire","0","0","0","0","0","0","0","0.6005393208470196","0.6005393208470196","1.0951365609653294","1.0951365609653294","1.8798157072160393","2.172843079082668","2.4648568774573505","2.853169557172805","2.853169557172805","2.853169557172805","6.239856028812937","13.30952549353242","21.94733775779605"
"Sir Ceredigion - Ceredigion","0","0","0","0","0","0","0.0036800000816583633","0.20590241387253627","0.20590241387253627","0.36140240216627717","0.36140240216627717","0.5936581874266267","0.6782405558042228","0.7608260053675622","0.8687693732790649","0.8687693732790649","0.8687693732790649","1.7616721742087975","3.5920162722468376","5.8168340884149075"
"Sir Fynwy - Monmouthshire","0","0","0","0","0","0","0","0.428259244421497","0.428259244421497","0.7573706018738449","0.7573706018738449","1.2516085202805698","1.4321132344193757","1.6084927935153246","1.8393685659393668","1.8393685659393668","1.8393685659393668","3.7488341281423345","7.637103255838156","12.31542457267642"
"Sir Gaerfyrddin - Carmarthenshire","0","0","0","0","0","0","0","0.6448406151030213","0.6448406151030213","1.1637663636356592","1.1637663636356592","1.977553780656308","2.280751246958971","2.58238486899063","2.9816067321226","2.9816067321226","2.9816067321226","6.398571161495056","13.449349595233798","22.008605359122157"
"South Gloucestershire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0012247980339452624","0.007966171950101852","0.02078637108206749"
